vacancyId,candidateId,interviewerId,interviewType,interviewDate,duration,feedback,score
5117,8190,9357,H,2021-11-14,29,Failed,4
5117,7328,9356,S,2023-06-22,36,Failed,4
5117,8416,9357,T,2021-11-07,20,Failed,4
5117,8427,9357,S,2021-09-06,22,Failed,7
5117,7295,9357,T,2022-07-29,21,Failed,6
5118,8122,9357,S,2021-03-23,22,Failed,3
5119,7496,9357,T,2020-06-23,28,Failed,7
5119,7028,9356,T,2020-06-26,32,Failed,7
5119,8329,9356,H,2020-07-23,35,Failed,3
5120,7618,9356,T,2021-05-26,35,Failed,5
5120,8403,9357,S,2021-02-17,39,Failed,6
5121,8141,9356,T,2022-12-16,27,Failed,3
5121,8078,9357,T,2022-02-27,22,Failed,5
5122,7626,9357,T,2022-04-13,21,Failed,4
5122,8356,9357,H,2021-11-08,22,Failed,5
5122,8750,9357,H,2022-01-11,24,Failed,4
5122,9247,9356,S,2022-01-05,32,Failed,4
5123,8955,9356,T,2023-03-23,31,Failed,3
5123,7930,9356,H,2022-08-17,30,Failed,6
5123,7296,9356,T,2023-03-29,28,Failed,3
5123,7712,9356,H,2023-05-20,20,Failed,5
5123,7074,9356,H,2023-08-18,30,Failed,7
5123,9279,9356,H,2020-08-22,25,Failed,6
5123,7164,9356,S,2023-09-14,31,Failed,6
5124,7949,9356,T,2021-04-12,22,Failed,4
5124,7909,9357,S,2021-01-25,28,Failed,3
5124,8510,9356,S,2020-10-14,30,Failed,6
5124,7809,9356,T,2020-12-27,25,Failed,4
5124,7426,9357,H,2020-09-15,35,Failed,5
5124,7765,9357,H,2020-11-28,21,Failed,6
5124,7237,9356,S,2020-09-05,35,Failed,3
5125,8678,9357,T,2022-10-09,22,Failed,7
5125,8341,9357,T,2022-10-06,34,Failed,5
5125,8703,9356,S,2022-05-16,27,Failed,4
5125,8458,9357,T,2021-12-09,29,Failed,4
5125,7669,9357,T,2022-10-09,21,Failed,3
5125,7442,9357,T,2022-05-02,31,Failed,7
5125,8767,9356,H,2021-08-23,20,Failed,6
5125,7264,9356,H,2022-05-05,27,Failed,3
5125,7408,9357,H,2021-12-19,30,Failed,3
5126,7942,9356,T,2020-09-13,28,Failed,6
5126,8981,9356,H,2021-03-17,32,Failed,7
5126,7983,9356,H,2022-10-20,25,Failed,4
5126,7088,9356,S,2020-12-08,30,Failed,7
5126,7527,9357,H,2023-05-26,35,Failed,7
5127,8044,9356,S,2020-08-19,30,Failed,3
5128,9175,9357,T,2023-10-28,39,Failed,6
5128,8714,9356,T,2021-08-06,26,Failed,5
5128,8553,9356,T,2020-07-17,24,Failed,4
5128,8725,9356,H,2021-03-06,27,Failed,4
5128,8278,9356,S,2022-03-22,20,Failed,3
5128,7436,9356,T,2021-11-24,20,Failed,5
5128,9178,9356,H,2024-03-09,32,Failed,5
5128,7090,9357,T,2021-06-07,33,Failed,3
5129,8312,9356,H,2020-12-16,34,Failed,5
5129,7531,9357,H,2020-09-10,38,Failed,7
5129,8780,9357,H,2020-06-16,24,Failed,4
5129,7014,9356,T,2020-09-02,24,Failed,6
5130,8079,9356,S,2022-06-25,35,Failed,3
5131,7399,9356,T,2021-01-22,29,Failed,4
5131,9007,9357,H,2021-04-15,34,Failed,5
5131,8265,9356,T,2020-09-19,21,Failed,3
5131,7688,9356,T,2021-03-25,25,Failed,6
5131,7754,9357,H,2020-09-29,24,Failed,7
5131,7121,9357,S,2020-11-06,29,Failed,5
5131,8261,9357,S,2021-02-26,31,Failed,6
5131,8535,9356,S,2020-09-19,22,Failed,6
5132,8023,9356,T,2021-10-30,24,Failed,4
5132,7942,9356,H,2022-03-08,34,Failed,7
5132,7914,9356,S,2021-03-23,30,Failed,7
5132,7345,9356,S,2022-06-21,35,Failed,3
5132,7377,9357,S,2022-06-11,26,Failed,4
5132,8263,9357,T,2022-04-14,22,Failed,3
5132,8463,9357,T,2021-07-28,27,Failed,3
5132,7094,9356,T,2022-03-25,24,Failed,3
5132,9018,9356,S,2021-03-05,30,Failed,5
5133,8708,9357,S,2020-12-07,33,Failed,3
5133,9025,9356,H,2020-08-16,32,Failed,5
5133,9049,9356,S,2020-12-26,24,Failed,5
5133,9338,9356,H,2020-08-19,37,Failed,5
5134,9183,9357,S,2022-03-09,34,Failed,4
5134,7638,9357,T,2022-10-29,37,Failed,4
5134,7151,9356,H,2021-09-25,30,Failed,3
5134,8358,9357,H,2021-12-20,20,Failed,4
5134,7852,9356,S,2022-05-04,40,Failed,6
5134,7377,9357,S,2021-12-15,38,Failed,6
5134,7126,9356,S,2022-04-20,31,Failed,7
5134,7869,9356,H,2022-07-10,21,Failed,5
5134,8880,9356,T,2021-07-28,24,Failed,7
5135,7872,9357,S,2020-06-14,31,Failed,6
5135,7391,9356,H,2021-12-20,30,Failed,3
5135,8435,9357,H,2020-10-01,30,Failed,4
5135,8586,9357,S,2021-01-25,40,Failed,3
5135,8343,9357,T,2020-07-12,33,Failed,6
5135,8962,9356,T,2021-09-22,33,Failed,4
5136,7647,9357,T,2021-03-16,27,Failed,6
5136,7959,9357,H,2021-03-09,25,Failed,7
5137,7651,9356,T,2021-01-28,38,Failed,7
5137,8157,9356,S,2020-09-16,39,Failed,7
5137,7707,9357,T,2020-11-26,38,Failed,3
5137,7525,9357,H,2020-12-01,33,Failed,6
5137,7213,9357,T,2020-06-02,23,Failed,3
5138,7394,9357,T,2023-08-15,22,Failed,3
5138,8179,9357,H,2022-04-11,21,Failed,5
5138,9185,9357,T,2021-02-24,29,Failed,6
5138,7431,9357,T,2021-03-13,20,Failed,7
5138,7878,9356,H,2023-07-03,23,Failed,5
5138,7302,9357,T,2023-10-11,37,Failed,5
5138,9233,9356,H,2023-06-08,40,Failed,3
5138,8223,9357,H,2021-07-05,20,Failed,7
5138,9159,9356,H,2023-11-12,34,Failed,7
5139,8258,9356,H,2020-12-28,24,Failed,4
5139,7040,9357,H,2022-07-02,39,Failed,7
5139,9304,9356,T,2023-01-07,37,Failed,3
5139,9280,9356,S,2022-11-08,22,Failed,4
5139,7850,9356,T,2022-02-16,34,Failed,5
5139,8811,9356,S,2021-08-13,39,Failed,5
5139,7325,9356,H,2020-11-16,37,Failed,6
5139,7697,9357,T,2022-06-27,26,Failed,4
5139,8211,9356,H,2021-08-09,34,Failed,5
5139,8154,9356,H,2022-04-14,23,Failed,6
5140,8937,9356,T,2020-10-07,28,Failed,3
5140,7136,9357,T,2020-12-08,20,Failed,5
5140,8695,9356,T,2021-05-03,40,Failed,5
5140,7054,9357,S,2021-07-17,31,Failed,3
5140,8254,9356,T,2021-01-19,32,Failed,6
5140,9070,9357,T,2021-02-10,38,Failed,4
5140,8660,9357,H,2021-07-05,25,Failed,4
5140,8983,9357,S,2020-10-17,24,Failed,4
5140,7940,9357,H,2021-06-21,20,Failed,7
5141,9260,9356,T,2021-01-27,31,Failed,7
5141,9266,9357,S,2020-08-08,22,Failed,4
5141,9344,9357,S,2020-08-21,24,Failed,6
5141,9249,9357,S,2020-10-08,35,Failed,5
5141,7521,9356,H,2020-08-09,34,Failed,7
5142,7948,9356,T,2020-04-02,23,Failed,3
5143,7511,9357,T,2020-07-24,26,Failed,5
5144,7900,9356,H,2020-06-03,36,Failed,3
5144,8839,9356,H,2021-09-24,38,Failed,7
5144,8720,9356,T,2021-08-01,31,Failed,4
5144,8674,9356,T,2021-02-23,25,Failed,7
5144,8189,9356,T,2021-12-01,37,Failed,7
5144,7053,9356,S,2021-03-31,23,Failed,7
5144,7416,9356,S,2020-06-21,23,Failed,4
5145,7134,9356,H,2021-10-09,36,Failed,5
5146,7418,9356,H,2020-05-21,22,Failed,6
5146,8654,9357,T,2020-05-31,24,Failed,4
5146,7138,9356,S,2020-05-07,40,Failed,3
5146,7753,9356,H,2020-04-10,21,Failed,3
5146,8650,9356,H,2020-07-06,27,Failed,4
5146,8905,9357,T,2020-04-24,37,Failed,6
5146,8895,9356,T,2020-05-03,20,Failed,3
5146,8318,9356,H,2020-04-19,32,Failed,7
5147,7454,9356,T,2023-06-02,22,Failed,3
5147,8040,9356,S,2022-09-17,33,Failed,4
5147,7046,9357,H,2021-02-19,21,Failed,3
5147,7141,9357,T,2021-11-04,25,Failed,7
5147,8012,9356,H,2022-09-10,34,Failed,3
5147,8360,9357,S,2023-03-28,30,Failed,4
5147,8343,9356,H,2020-10-12,23,Failed,7
5147,7446,9356,H,2021-01-20,24,Failed,6
5147,7467,9357,T,2022-08-16,34,Failed,6
5148,8852,9357,T,2022-11-06,23,Failed,6
5148,8653,9356,S,2020-10-25,35,Failed,4
5148,8050,9357,H,2022-06-22,35,Failed,5
5148,7471,9357,S,2020-08-20,31,Failed,3
5148,7432,9356,S,2020-07-28,35,Failed,4
5148,7832,9356,T,2022-03-16,37,Failed,3
5149,7458,9356,S,2020-12-31,34,Failed,3
5149,7036,9356,H,2021-01-06,21,Failed,6
5149,8342,9356,T,2020-12-04,20,Failed,5
5149,7039,9357,H,2020-08-11,36,Failed,3
5149,8976,9356,T,2020-08-08,32,Failed,4
5149,8490,9356,S,2020-09-01,25,Failed,5
5149,8297,9356,T,2020-12-18,25,Failed,5
5150,8687,9357,T,2023-07-08,36,Failed,7
5151,7662,9356,T,2021-09-05,24,Failed,6
5151,9312,9356,T,2022-11-30,24,Failed,5
5151,8085,9356,H,2022-02-28,24,Failed,6
5151,8985,9356,H,2021-01-04,24,Failed,7
5151,7164,9356,H,2022-03-14,24,Failed,3
5151,9259,9357,T,2022-01-13,30,Failed,7
5151,8335,9356,S,2021-03-01,34,Failed,6
5151,7731,9357,T,2021-04-01,39,Failed,3
5151,9186,9357,H,2020-06-02,31,Failed,4
5152,8779,9357,T,2022-04-10,28,Failed,4
5152,8477,9357,H,2022-01-31,31,Failed,7
5152,7081,9357,S,2021-01-19,20,Failed,4
5152,8502,9357,T,2021-11-14,22,Failed,6
5152,8069,9356,S,2022-03-05,31,Failed,7
5152,8403,9357,T,2021-06-01,35,Failed,4
5152,8861,9357,H,2021-07-12,34,Failed,7
5152,9258,9357,S,2021-05-15,38,Failed,7
5153,7933,9356,S,2020-03-14,22,Failed,7
5153,8848,9356,T,2020-05-01,35,Failed,4
5154,7614,9356,H,2021-06-02,31,Failed,3
5154,7259,9356,H,2023-01-26,20,Failed,7
5154,7981,9356,T,2021-08-01,28,Failed,3
5154,7179,9356,T,2020-08-07,22,Failed,4
5154,8242,9357,H,2022-07-17,36,Failed,3
5154,9032,9356,H,2021-09-10,33,Failed,7
5155,7920,9356,T,2021-07-14,36,Failed,3
5156,8777,9357,H,2020-10-29,24,Failed,4
5157,7894,9356,T,2022-11-29,25,Failed,4
5157,9023,9356,H,2022-07-05,34,Failed,4
5157,8244,9356,T,2022-12-26,28,Failed,4
5157,7630,9357,S,2020-12-06,31,Failed,3
5157,7433,9356,S,2022-11-07,30,Failed,6
5157,8974,9356,S,2021-01-13,23,Failed,7
5157,7611,9357,S,2021-07-03,26,Failed,6
5157,7797,9357,T,2022-10-09,26,Failed,7
5158,8544,9357,H,2021-11-18,33,Failed,4
5158,7240,9357,S,2022-07-30,32,Failed,6
5158,8709,9356,H,2020-09-08,36,Failed,6
5158,8171,9356,S,2020-08-23,24,Failed,4
5159,7260,9357,H,2021-01-18,35,Failed,4
5159,8283,9357,S,2021-01-24,27,Failed,6
5159,8102,9357,T,2021-03-13,38,Failed,5
5159,7222,9356,H,2021-03-14,26,Failed,7
5159,9253,9356,T,2021-01-21,27,Failed,7
5159,9258,9357,H,2021-01-08,24,Failed,3
5159,8680,9356,H,2021-01-02,28,Failed,6
5159,7296,9357,H,2020-10-03,36,Failed,3
5159,7450,9356,S,2020-12-08,24,Failed,7
5160,7658,9356,H,2020-02-08,40,Failed,4
5160,7187,9357,H,2020-02-10,40,Failed,6
5160,7273,9356,T,2020-02-06,25,Failed,3
5161,9081,9357,T,2021-04-28,25,Failed,5
5161,7062,9357,T,2021-01-28,26,Failed,3
5161,8506,9357,H,2022-01-06,39,Failed,6
5161,7979,9357,S,2021-02-11,37,Failed,4
5161,8332,9357,S,2021-06-18,25,Failed,3
5161,8156,9357,T,2022-09-23,34,Failed,3
5161,9317,9357,H,2020-11-15,40,Failed,3
5162,8442,9356,S,2023-01-14,31,Failed,7
5162,8573,9356,T,2020-11-28,33,Failed,7
5162,7473,9356,S,2022-06-01,33,Failed,6
5162,8724,9356,T,2022-09-01,31,Failed,7
5162,8467,9356,T,2022-11-21,39,Failed,4
5162,7154,9356,H,2022-01-06,36,Failed,4
5162,8700,9357,T,2021-04-01,25,Failed,3
5162,8918,9356,T,2022-05-01,30,Failed,6
5162,8872,9356,H,2022-05-06,29,Failed,3
5162,8869,9356,S,2022-10-08,34,Failed,4
5163,8845,9356,T,2021-07-23,20,Failed,3
5163,7720,9356,T,2020-11-13,30,Failed,7
5163,7712,9356,S,2020-09-30,24,Failed,7
5163,7751,9357,T,2021-06-17,27,Failed,6
5163,9304,9356,H,2021-01-20,36,Failed,3
5163,8239,9356,T,2021-01-02,33,Failed,4
5163,8452,9357,S,2021-06-17,39,Failed,7
5163,8066,9357,H,2020-09-11,39,Failed,5
5163,8878,9357,S,2021-01-02,29,Failed,3
5164,8019,9356,S,2021-10-05,23,Failed,5
5164,7797,9356,S,2022-07-17,21,Failed,5
5164,9333,9356,S,2020-10-25,40,Failed,6
5164,7190,9357,H,2021-07-29,21,Failed,5
5164,8885,9357,T,2020-11-27,25,Failed,7
5164,8003,9357,T,2021-03-26,32,Failed,7
5164,7982,9356,H,2021-10-11,22,Failed,3
5164,8505,9357,S,2021-10-29,38,Failed,3
5164,9116,9357,H,2022-04-17,37,Failed,7
5165,7329,9356,T,2020-04-19,25,Failed,4
5166,8837,9356,T,2020-05-11,34,Failed,4
5166,9081,9356,S,2021-11-11,37,Failed,5
5166,9004,9356,T,2020-05-02,24,Failed,7
5166,8071,9357,H,2021-05-01,30,Failed,3
5166,8396,9357,T,2020-03-31,26,Failed,6
5166,9090,9357,T,2021-11-10,29,Failed,7
5166,9299,9357,T,2020-09-08,33,Failed,7
5166,7786,9357,T,2021-02-02,33,Failed,5
5166,8486,9356,H,2021-06-01,31,Failed,7
5167,9233,9357,S,2021-04-01,29,Failed,3
5167,7084,9356,S,2021-07-01,24,Failed,6
5167,7671,9357,T,2021-09-25,36,Failed,7
5167,8072,9357,H,2021-06-06,40,Failed,7
5167,8937,9356,H,2021-10-12,24,Failed,5
5167,9233,9357,H,2020-12-31,28,Failed,3
5167,8750,9357,S,2021-02-19,26,Failed,6
5167,8384,9357,H,2021-02-16,20,Failed,5
5168,7284,9356,S,2021-08-07,36,Failed,3
5168,7312,9356,T,2022-01-18,25,Failed,6
5168,8225,9357,T,2023-08-05,35,Failed,3
5168,7903,9356,S,2022-08-08,25,Failed,4
5168,7567,9356,H,2021-03-05,27,Failed,6
5168,8773,9356,T,2020-07-17,34,Failed,6
5168,7996,9357,S,2020-08-06,40,Failed,7
5169,8926,9357,H,2021-04-30,30,Failed,7
5169,7486,9357,S,2021-04-08,25,Failed,5
5169,8397,9356,S,2021-01-18,36,Failed,6
5169,9069,9357,S,2021-02-27,23,Failed,7
5169,7292,9356,T,2021-01-24,25,Failed,6
5169,8009,9356,S,2021-06-10,23,Failed,4
5169,8104,9356,T,2021-01-20,36,Failed,7
5170,7061,9357,H,2024-02-03,26,Failed,5
5170,8659,9357,H,2023-07-22,22,Failed,3
5170,8211,9356,T,2021-06-16,24,Failed,3
5170,9287,9356,H,2021-04-01,39,Failed,7
5170,8208,9357,T,2022-02-21,23,Failed,5
5170,8841,9356,H,2021-08-22,23,Failed,3
5170,8670,9357,H,2023-09-03,26,Failed,5
5170,7133,9356,H,2021-11-20,30,Failed,5
5170,7597,9357,S,2023-04-28,37,Failed,4
5171,8728,9356,T,2022-03-19,40,Failed,6
5171,8942,9357,H,2021-01-04,39,Failed,5
5171,7282,9357,H,2022-11-13,29,Failed,6
5171,7493,9357,T,2021-10-04,25,Failed,3
5172,7102,9356,H,2021-05-05,20,Failed,5
5172,8676,9357,S,2020-11-26,34,Failed,4
5172,8646,9356,S,2021-02-07,24,Failed,3
5172,7523,9357,T,2021-03-30,40,Failed,7
5172,7766,9357,S,2020-06-18,30,Failed,3
5172,9060,9356,H,2021-07-17,29,Failed,6
5173,8201,9356,H,2020-12-16,40,Failed,6
5173,8234,9357,S,2021-07-25,37,Failed,6
5173,7575,9356,T,2020-04-20,32,Failed,4
5174,7363,9356,H,2020-10-04,20,Failed,3
5174,7142,9357,H,2021-02-27,38,Failed,6
5174,7849,9357,H,2021-03-13,26,Failed,3
5175,9055,9357,T,2020-07-20,40,Failed,6
5175,7922,9357,S,2021-09-23,22,Failed,6
5175,7299,9356,H,2021-03-25,36,Failed,4
5175,8509,9356,T,2021-03-08,25,Failed,7
5176,7720,9357,H,2021-07-02,26,Failed,7
5176,8329,9356,S,2021-03-23,20,Failed,3
5176,7962,9356,H,2021-07-05,34,Failed,6
5176,7036,9356,T,2021-06-07,30,Failed,4
5176,8177,9356,H,2021-03-09,33,Failed,5
5176,8261,9357,S,2021-04-10,34,Failed,4
5176,7722,9356,T,2021-06-07,31,Failed,3
5176,8735,9357,T,2021-07-10,20,Failed,5
5176,7435,9356,H,2020-09-01,28,Failed,3
5176,9033,9356,T,2021-05-16,23,Failed,7
5177,8405,9356,S,2022-02-09,30,Failed,4
5177,8966,9357,S,2021-04-15,20,Failed,4
5177,7398,9356,H,2020-09-01,35,Failed,4
5177,8959,9357,S,2022-01-05,20,Failed,4
5177,9292,9356,S,2021-05-19,21,Failed,4
5177,9025,9356,H,2022-04-24,27,Failed,4
5177,8140,9356,H,2021-02-04,25,Failed,7
5178,9000,9357,H,2020-06-24,32,Failed,7
5178,9262,9356,S,2020-11-19,38,Failed,5
5178,7803,9357,H,2020-09-19,22,Failed,5
5178,7629,9357,H,2020-06-20,27,Failed,3
5179,7163,9356,H,2021-01-12,36,Failed,3
5179,8141,9356,H,2021-03-17,23,Failed,4
5179,8724,9356,H,2021-01-15,37,Failed,7
5179,8164,9357,S,2021-02-05,20,Failed,3
5179,8498,9356,H,2021-02-22,32,Failed,5
5179,7695,9357,T,2021-01-26,35,Failed,7
5180,7916,9357,S,2020-07-10,38,Failed,4
5180,8614,9357,S,2020-09-21,25,Failed,3
5181,7969,9357,H,2020-08-04,34,Failed,3
5181,8250,9356,T,2022-05-10,34,Failed,5
5181,8347,9357,S,2021-02-05,24,Failed,4
5182,9091,9357,H,2021-06-30,26,Failed,6
5182,8757,9356,S,2021-01-26,22,Failed,5
5183,7965,9356,T,2022-11-18,26,Failed,6
5183,7114,9356,H,2021-05-19,25,Failed,7
5183,8782,9356,H,2022-10-21,20,Failed,4
5183,8325,9357,T,2021-03-12,38,Failed,6
5183,8979,9357,H,2020-11-04,27,Failed,7
5184,8293,9357,T,2021-05-29,23,Failed,5
5184,7011,9356,S,2021-02-08,28,Failed,3
5184,9018,9357,H,2021-01-11,31,Failed,3
5184,8444,9357,H,2021-04-15,34,Failed,5
5184,7159,9357,S,2020-11-18,36,Failed,3
5184,7011,9356,H,2020-12-22,29,Failed,4
5184,8491,9357,H,2020-12-12,36,Failed,5
5184,9007,9357,T,2021-04-21,30,Failed,5
5184,7894,9356,H,2021-05-15,29,Failed,6
5184,7700,9357,T,2020-12-27,40,Failed,5
5185,9202,9357,T,2020-07-16,24,Failed,5
5185,7267,9356,T,2020-05-20,34,Failed,7
5185,7217,9357,T,2021-04-09,40,Failed,3
5185,9237,9357,H,2020-07-26,23,Failed,4
5185,8095,9357,T,2021-02-01,34,Failed,5
5185,9251,9357,S,2020-12-15,31,Failed,6
5185,8819,9357,T,2021-03-03,39,Failed,7
5185,7094,9357,H,2020-07-23,40,Failed,7
5186,7018,9357,T,2021-04-28,32,Failed,7
5186,7140,9356,T,2022-04-05,26,Failed,3
5186,8257,9356,H,2022-02-18,28,Failed,5
5186,8425,9357,S,2022-01-22,40,Failed,3
5186,9265,9357,T,2021-02-02,40,Failed,5
5187,8185,9357,H,2021-06-27,40,Failed,6
5187,7847,9357,T,2020-11-23,20,Failed,3
5187,7266,9357,S,2022-01-04,27,Failed,4
5187,7884,9356,S,2022-11-06,23,Failed,5
5187,9082,9356,S,2022-12-16,36,Failed,7
5187,8544,9356,T,2021-01-13,31,Failed,3
5187,8853,9356,T,2020-11-20,26,Failed,7
5187,7246,9356,S,2021-03-22,20,Failed,4
5187,8819,9356,T,2021-07-06,31,Failed,3
5187,7208,9356,S,2021-04-26,20,Failed,3
5188,7917,9356,S,2021-01-07,22,Failed,6
5188,8183,9357,H,2020-02-14,25,Failed,4
5188,8343,9356,S,2020-11-02,26,Failed,7
5188,8262,9357,H,2020-02-12,31,Failed,4
5188,7165,9357,H,2020-11-13,22,Failed,3
5188,8145,9357,H,2020-03-19,31,Failed,4
5188,8552,9356,T,2020-06-04,23,Failed,6
5189,7170,9356,H,2020-04-29,35,Failed,6
5189,9011,9356,S,2020-04-28,22,Failed,4
5189,9053,9356,S,2020-04-09,25,Failed,4
5189,7252,9357,H,2020-04-17,21,Failed,4
5189,7807,9356,S,2020-04-23,35,Failed,7
5189,7775,9356,T,2020-03-21,32,Failed,7
5189,7754,9357,T,2020-03-30,25,Failed,3
5189,8679,9356,T,2020-04-13,28,Failed,7
5190,8500,9356,S,2022-07-05,38,Failed,5
5190,8957,9356,S,2023-02-04,22,Failed,4
5190,7379,9357,S,2021-07-16,32,Failed,4
5190,9337,9357,T,2023-06-19,39,Failed,6
5190,9140,9357,H,2022-01-08,27,Failed,4
5191,8524,9356,H,2021-04-12,40,Failed,7
5191,8423,9356,T,2022-11-09,39,Failed,5
5191,9256,9356,T,2023-04-11,23,Failed,4
5191,8154,9357,T,2022-06-09,29,Failed,6
5192,7707,9357,H,2020-09-04,39,Failed,4
5192,7240,9357,H,2022-07-25,40,Failed,4
5192,9053,9357,T,2022-09-05,27,Failed,7
5192,8908,9357,S,2023-06-01,29,Failed,6
5193,7167,9356,T,2022-04-03,38,Failed,6
5193,8304,9356,T,2021-03-29,34,Failed,3
5193,8602,9356,H,2023-01-28,39,Failed,5
5193,8010,9356,H,2023-10-08,38,Failed,4
5193,8356,9356,T,2022-05-07,30,Failed,6
5194,8633,9356,T,2020-12-14,39,Failed,4
5194,9272,9356,H,2020-04-10,34,Failed,5
5194,7771,9356,H,2020-07-28,32,Failed,5
5194,8530,9356,T,2020-06-27,24,Failed,5
5194,8060,9357,S,2021-02-15,23,Failed,5
5194,9049,9357,H,2020-04-27,35,Failed,3
5195,8532,9356,H,2021-03-04,23,Failed,4
5195,7512,9357,S,2020-12-18,37,Failed,5
5195,7737,9357,S,2022-11-22,37,Failed,4
5195,7026,9357,S,2021-02-21,28,Failed,6
5196,8449,9356,T,2021-03-22,33,Failed,5
5196,8217,9357,S,2020-10-26,26,Failed,5
5196,7298,9356,S,2021-08-04,40,Failed,7
5196,8965,9357,S,2020-05-20,26,Failed,6
5196,8252,9356,S,2021-08-01,29,Failed,3
5196,9230,9357,S,2020-11-14,33,Failed,5
5196,8614,9357,H,2021-09-09,37,Failed,7
5196,8536,9356,T,2020-06-28,31,Failed,7
5196,9273,9356,S,2022-06-28,29,Failed,7
5197,7563,9356,H,2021-10-11,38,Failed,5
5197,8670,9356,T,2022-03-24,33,Failed,5
5197,8091,9357,S,2023-03-04,28,Failed,4
5198,9309,9357,H,2020-03-30,22,Failed,3
5198,8512,9356,H,2020-03-29,39,Failed,5
5198,8611,9356,H,2020-04-06,38,Failed,3
5198,9127,9357,T,2020-04-25,35,Failed,4
5198,9297,9356,H,2020-04-18,34,Failed,5
5198,9088,9356,S,2020-05-29,39,Failed,6
5199,8133,9357,T,2022-02-10,36,Failed,3
5200,9040,9356,S,2020-12-04,28,Failed,6
5200,8011,9357,H,2021-03-30,37,Failed,4
5201,7982,9357,S,2020-07-03,34,Failed,3
5201,8991,9356,S,2020-05-12,24,Failed,6
5201,7157,9357,T,2020-08-13,21,Failed,4
5201,7479,9357,H,2020-08-01,29,Failed,6
5201,9203,9356,S,2020-07-09,27,Failed,5
5202,7948,9356,H,2022-02-08,34,Failed,6
5202,8900,9357,T,2021-09-18,27,Failed,4
5202,8194,9357,H,2021-09-03,25,Failed,6
5202,7946,9357,T,2022-05-26,21,Failed,3
5202,7959,9357,H,2022-05-16,35,Failed,5
5202,9063,9357,T,2021-11-11,33,Failed,5
5202,7717,9357,T,2022-06-05,22,Failed,7
5202,7517,9356,T,2021-03-05,23,Failed,3
5203,7844,9356,S,2021-09-05,40,Failed,3
5203,8908,9356,H,2022-09-01,31,Failed,3
5204,8224,9356,H,2020-10-23,36,Failed,6
5204,9351,9356,S,2020-10-27,27,Failed,3
5204,9097,9357,H,2020-11-16,31,Failed,3
5205,7996,9356,H,2022-06-02,29,Failed,7
5205,9037,9356,S,2021-03-09,35,Failed,3
5205,7751,9357,H,2022-07-19,31,Failed,5
5205,9243,9357,T,2022-02-16,26,Failed,6
5206,9161,9357,T,2022-01-04,37,Failed,3
5206,8632,9357,S,2021-01-08,25,Failed,6
5206,8130,9356,S,2020-11-20,28,Failed,4
5206,9134,9356,T,2020-05-03,32,Failed,6
5206,8720,9356,H,2021-03-16,39,Failed,3
5207,7396,9356,T,2021-06-23,26,Failed,4
5207,8000,9357,H,2021-10-21,32,Failed,6
5207,9200,9356,S,2021-03-21,35,Failed,6
5207,8994,9357,H,2022-04-28,36,Failed,7
5207,7832,9357,S,2022-09-02,38,Failed,7
5207,8061,9357,S,2021-12-06,39,Failed,3
5207,8394,9357,H,2022-08-25,25,Failed,4
5207,8849,9357,S,2022-01-17,37,Failed,6
5207,7654,9357,T,2021-10-03,33,Failed,4
5208,8218,9357,S,2021-04-04,22,Failed,3
5208,7433,9357,H,2020-10-06,30,Failed,6
5208,8403,9357,T,2021-03-20,22,Failed,3
5208,7020,9356,T,2020-11-19,31,Failed,6
5208,7440,9357,S,2020-10-22,33,Failed,6
5208,8698,9356,T,2021-03-16,26,Failed,7
5208,8371,9356,S,2021-03-19,26,Failed,3
5208,7075,9356,T,2021-02-16,35,Failed,6
5208,7212,9357,H,2021-03-27,24,Failed,7
5209,9096,9356,T,2023-05-13,33,Failed,6
5209,9122,9356,S,2023-04-30,28,Failed,5
5209,7578,9357,T,2021-06-14,20,Failed,7
5209,7632,9357,S,2022-09-28,31,Failed,3
5209,7249,9357,T,2023-02-09,20,Failed,7
5210,7648,9357,S,2021-02-22,24,Failed,4
5211,8328,9357,T,2020-08-01,25,Failed,6
5211,8547,9356,T,2020-10-26,28,Failed,4
5211,7757,9357,T,2020-12-04,35,Failed,3
5211,8602,9356,H,2020-06-06,20,Failed,3
5211,8089,9356,S,2020-11-26,33,Failed,3
5211,7305,9356,S,2020-05-30,37,Failed,5
5211,7147,9357,T,2020-07-18,27,Failed,7
5211,9019,9356,S,2021-01-17,30,Failed,6
5212,8527,9356,T,2023-11-14,32,Failed,3
5212,7549,9356,H,2021-04-10,39,Failed,6
5212,8496,9357,S,2021-12-22,36,Failed,7
5212,8943,9357,T,2023-10-10,30,Failed,3
5212,8975,9357,S,2021-11-03,24,Failed,6
5212,7861,9357,T,2023-07-24,29,Failed,6
5212,8600,9357,T,2020-11-24,29,Failed,5
5212,8071,9357,H,2022-09-17,28,Failed,3
5212,7330,9356,H,2023-12-23,24,Failed,3
5212,7553,9356,H,2023-01-29,34,Failed,6
5213,7853,9356,S,2021-12-19,32,Failed,7
5213,7738,9356,H,2021-07-31,40,Failed,3
5213,8189,9357,T,2022-02-16,27,Failed,3
5213,8952,9356,S,2020-09-30,37,Failed,5
5214,7160,9356,T,2020-06-26,29,Failed,5
5214,8137,9356,S,2020-06-22,37,Failed,5
5215,9299,9357,T,2021-01-17,34,Failed,6
5215,7355,9356,T,2020-11-22,20,Failed,3
5215,8006,9357,H,2021-01-30,27,Failed,5
